county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Pierce County,Washington,Report 20591: Possible sighting by clay pigeon shooters near the base of Mt. Rainier,46.74621,-122.0467,2007-09-10,20591.0,Class B,c231yvbk3v,83.15,67.05000000000001,50.95,45.68,0.53,0.0,0.98,0.0,0.0,,1019.51,Clear throughout the day.,5.0,9.98,6.0,4.08
Pierce County,Washington,Report 28898: Dusk and nighttime sightings by couple at rock quarry near Greenwater,47.12045,-121.5298,2008-06-07,28898.0,Class A,c23s4d08w2,56.21,50.53,44.85,42.65,0.81,0.82,0.15,0.0028,0.39,rain,1021.45,Mostly cloudy throughout the day.,6.0,7.7,242.0,4.89
Pierce County,Washington,Report 24612: Couple camping NW of Mt. Rainier hear loud vocals and footsteps,47.00008,-121.9563,2008-08-24,24612.0,Class B,c2372u45k1,72.2,63.19,54.18,55.64,0.78,0.52,0.78,0.0137,1.0,rain,1011.64,"Rain starting in the afternoon, continuing until evening.",4.0,8.73,193.0,4.03
Pierce County,Washington,Report 24876: Man camping alone hears possible wood knock and vocalization near Greenwater,46.99857,-121.6321,2008-09-14,24876.0,Class B,c23e25y4w8,79.05,64.18,49.31,46.69,0.6,0.0,0.48,0.0,0.0,,1019.42,Clear throughout the day.,5.0,9.82,358.0,5.48
Pierce County,Washington,Report 24835: Man hears possible vocalizations close to his home near Eatonville,46.878,-122.3574,2008-09-29,24835.0,Class B,c22fxtyh1u,77.21,63.28999999999999,49.37,46.5,0.67,0.03,0.02,0.0,0.0,,1016.4,Clear throughout the day.,3.0,9.82,6.0,4.22
Pierce County,Washington,"Report 26759: Two hunters describe vocalizations, stalking, rock-throwing, near Elbe",46.81398,-122.0571,2008-11-19,26759.0,Class B,c234qd0xpq,52.12,46.035,39.95,38.38,0.79,0.46,0.74,0.0013,0.79,rain,1021.53,Partly cloudy throughout the day.,1.0,8.86,27.0,3.62
Pierce County,Washington,,,,,26695.0,Class B,,,,,,,,,,,,,,,,,
Pierce County,Washington,,,,,28716.0,Class B,,,,,,,,,,,,,,,,,
Pierce County,Washington,Report 27803: Hikers near Eatonville surprise a sasquatch drinking from the river,46.84748,-122.2719,2010-05-22,27803.0,Class A,c23498k665,57.18,50.99,44.8,41.35,0.76,0.75,0.32,0.0059,0.53,rain,1013.04,Mostly cloudy throughout the day.,6.0,9.42,210.0,4.25
Pierce County,Washington,Report 27923: Man and granddaughter hear possible vocals of two creatures approaching them near Ashford,46.75225,-122.0566,2010-06-25,27923.0,Class B,c231ywcpe5,67.68,60.18000000000001,52.68,52.07,0.78,0.89,0.48,0.0,0.0,,1017.17,Mostly cloudy throughout the day.,5.0,9.36,245.0,4.04
Pierce County,Washington,Report 29303: Man and dog enjoying the evening on a river have rocks thrown toward them near Yelm,46.97441,-122.6317,2011-05-20,29303.0,Class B,c22g1rqmf2,69.61,58.99,48.37,39.4,0.59,0.17,0.62,0.0004,0.33,rain,1019.18,"Partly cloudy starting in the afternoon, continuing until evening.",8.0,9.89,253.0,1.69
Pierce County,Washington,,,,,30783.0,Class B,,,,,,,,,,,,,,,,,
Pierce County,Washington,"Report 36310: Family has frequent visits by someone they call the ""Screaming Man"" near Ashford",46.75953,-122.0246,2012-05-18,36310.0,Class B,c234p226h8,59.83,49.12,38.41,37.76,0.62,0.6,0.93,0.0,0.0,,1020.93,Mostly cloudy until evening.,6.0,9.65,220.0,3.33
Pierce County,Washington,Report 50160: Gibberish-like talking heard at a residence near DuPont,47.09982,-122.6246,2012-06-01,50160.0,Class B,c22gcw72rd,66.05,59.675,53.3,57.4,0.88,0.86,0.4,0.0087,1.0,rain,1014.11,Mostly cloudy throughout the day.,5.0,8.64,221.0,4.5
Pierce County,Washington,Report 36467: Man driving home through Joint Base Lewis-McChord sees an animal walk across the road south of Spanaway,47.05072,-122.4212,2012-09-12,36467.0,Class A,c22gwjrd73,70.27,57.775,45.28,42.44,0.6,0.01,0.88,0.0,0.0,,1026.0,Clear throughout the day.,5.0,9.93,11.0,6.42
Pierce County,Washington,Report 36618: Loud late night stomping frightens backpackers near Echo Lake,47.04433,-121.4234,2012-10-07,36618.0,Class B,c23esunjjd,69.29,56.155,43.02,30.77,0.46,0.0,0.74,0.0,0.0,,1018.33,Clear throughout the day.,3.0,9.2,329.0,1.25
Pierce County,Washington,Report 42395: Motorist sees a large hairy biped cross the road at dusk in Spanaway,47.06399999999999,-122.3482,2012-10-10,42395.0,Class A,c22gxzsz8m,52.09,50.790000000000006,49.49,45.36,0.91,0.85,0.83,0.0,0.0,,1016.94,Foggy in the morning.,2.0,4.63,350.0,0.26
Pierce County,Washington,Report 38413: Homeowner hears unusual vocalizations in his backyard near Orting,47.06045,-122.157,2012-10-15,38413.0,Class B,c235sppfzx,60.34,55.49,50.64,55.1,0.9,0.88,0.01,0.0123,1.0,rain,1009.18,"Rain starting in the afternoon, continuing until evening.",2.0,8.46,190.0,5.86
Pierce County,Washington,Report 44474: Off roader testing his snow machine observes an “Oversized Gorilla” near Ashford.,46.77641,-121.9557,2014-03-01,44474.0,Class A,c2360g6s64,43.71,41.685,39.66,33.86,0.73,,0.02,0.0006,0.67,rain,1003.73,Clear throughout the day.,,9.82,76.0,2.24
Pierce County,Washington,Report 46769: Mushroom picking couple scared out of a forest near Wilkeson,47.1352,-122.0669,2014-10-08,46769.0,Class B,c23hnk9w7n,65.19,59.105,53.02,56.03,0.89,0.25,0.51,0.0,0.0,,1016.16,Partly cloudy until afternoon.,3.0,6.05,333.0,3.04
Pierce County,Washington,Report 47035: Resident outside for a smoke in the early morning hours hears strange vocalizations near Spanaway,47.03189,-122.3677,2014-11-07,47035.0,Class B,c22gx3ys9g,55.71,47.005,38.3,44.09,0.87,0.1,0.54,0.0001,0.22,rain,1030.03,Partly cloudy in the morning.,1.0,8.2,186.0,0.46
Pierce County,Washington,Report 50214: Man returning home late at night sees gray biped near Key Center,47.34805,-122.741,2015-11-11,50214.0,Class A,c22tqgqwrk,51.87,46.155,40.44,41.0,0.79,0.16,0.01,0.0058,0.8,rain,1024.56,Clear throughout the day.,1.0,9.62,206.0,7.8
Pierce County,Washington,Report 51499: Woman and her daughter hear strange vocalizations near Bonney Lake,47.172,-122.1625,2016-03-16,51499.0,Class B,c23hk57uz6,50.41,41.855,33.3,36.79,0.79,0.22,0.29,0.0001,0.07,rain,1027.12,Partly cloudy in the morning.,4.0,9.2,356.0,3.15
Pierce County,Washington,Report 51994: Man and girlfriend have sighting on Joint Base Lewis-McChord road near Spanaway,47.07405,-122.4428,2016-05-29,51994.0,Class A,c22gv9xf5y,63.93,53.89,43.85,49.45,0.76,0.23,0.76,0.0007,0.53,rain,1020.37,Partly cloudy in the morning.,9.0,9.79,250.0,1.44
Skagit County,Washington,Report 12916: Daylight sighting by motorists near the town of Big Lake,48.35552,-121.8668,1980-05-10,12916.0,Class A,c2974fg73d,67.68,58.53,49.38,47.19,0.71,0.39,0.86,,,rain,1010.0,Partly cloudy until evening.,6.0,9.69,300.0,3.1
Skagit County,Washington,Report 1617: Three hikers see something cross their path,48.36861,-122.2778,1986-08-09,1617.0,Class A,c2951t0p8d,75.15,65.77000000000001,56.39,58.03,0.81,0.17,0.13,,,rain,1011.43,Partly cloudy until evening.,6.0,8.34,257.0,5.19
Skagit County,Washington,Report 60: Missing Cattle and large footprints found,48.64056,-121.8053,1994-05-13,60.0,Class B,c29ksq8pfc,57.99,50.77,43.55,44.0,0.72,0.83,0.09,,,rain,1018.03,Mostly cloudy throughout the day.,5.0,8.91,205.0,3.38
Skagit County,Washington,,,,,8456.0,Class B,,,,,,,,,,,,,,,,,
Skagit County,Washington,Report 10509: Large animal seen crouching near Baker Lake,43.74251,-121.6009,2004-06-15,10509.0,Class A,9rc8bghftd,79.75,62.23,44.71,41.45,0.55,0.04,0.94,0.0,0.0,,1021.15,Clear throughout the day.,11.0,9.89,1.0,8.46
Skagit County,Washington,"Report 28308: Man has a close encounter with a large, upright creature in a swamp near Big Lake",48.308,-122.215,2009-06-15,28308.0,Class A,c294ffjy2p,65.83,57.94,50.05,50.0,0.75,0.41,0.75,0.0,0.0,,1015.2,Partly cloudy until afternoon.,7.0,9.77,237.0,4.67
Skagit County,Washington,Report 28438: Hunter has a daylight sighting of a tall biped west of Darrington,48.32675,-121.6962,2010-10-22,28438.0,Class A,c296ytxe9p,57.73,52.75,47.77,47.18,0.77,0.67,0.48,0.0038,0.69,rain,1011.39,Mostly cloudy throughout the day.,1.0,9.66,160.0,8.74
Skagit County,Washington,,,,,28577.0,Class B,,,,,,,,,,,,,,,,,
Skagit County,Washington,Report 31052: Driver observes two dark figures on the roadside near Rainy Pass,48.58177,-120.8032,2011-11-09,31052.0,Class B,c2dh7h1c36,51.42,45.015,38.61,37.96,0.76,0.69,0.47,0.0001,0.31,rain,1024.64,Mostly cloudy throughout the day.,1.0,9.72,119.0,5.61
Skamania County,Washington,Report 1043: Mother relates story of daughter sighting a large animal near Mill A School,45.75056,-121.6508,1950-05-01,1043.0,Class B,c21krb8s6f,49.63,43.89,38.15,40.43,0.79,0.9,0.48,0.0081,0.77,rain,1003.28,Mostly cloudy throughout the day.,4.0,9.46,235.0,4.69
Skamania County,Washington,Report 1644: Witness saw something he felt confident few men had ever seen,46.385,-122.1379,1967-10-18,1644.0,Class A,c21pusjuhw,55.98,48.05,40.12,45.28,0.84,0.72,0.51,0.0068,1.0,rain,1016.47,Light rain in the afternoon.,2.0,6.61,213.0,7.17
Skamania County,Washington,Report 1621: Fisherman witnesses bigfoot cross the road in front of his car,45.66194,-122.0144,1969-03-05,1621.0,Class A,c215z2xb46,46.58,41.79,37.0,37.88,0.83,0.91,0.55,0.0111,0.74,rain,1011.84,Mostly cloudy throughout the day and breezy in the afternoon.,2.0,8.03,197.0,8.27
Skamania County,Washington,Report 1620: Family on vacation find tracks in an isolated area.,46.3341,-121.7913,1969-03-09,1620.0,Class B,c21rsdf79n,50.71,37.94,25.17,23.73,0.57,0.17,0.69,0.0,0.0,,1023.5,Partly cloudy in the morning.,4.0,9.96,28.0,7.11
Skamania County,Washington,Report 1645: Witness observed creature walking up a hill,46.27583,-122.2083,1971-08-27,1645.0,Class A,c21p7068hp,78.0,66.5,55.0,49.02,0.6,0.48,0.21,0.0,0.0,,1015.06,Mostly cloudy throughout the day.,6.0,9.24,338.0,2.27
Skamania County,Washington,"Report 1652: Multiple witness incident on the western slope of Silver Star Mt., near Pyramid Rock",45.74639000000001,-122.2375,1972-05-22,1652.0,Class A,c21h4rvk5c,62.55,52.55,42.55,43.99,0.68,0.79,0.33,0.0021,0.73,rain,1020.53,Mostly cloudy throughout the day.,6.0,9.37,229.0,8.81
Skamania County,Washington,"Report 1651: Daylight observation from Beacon Rock, along the Columbia River",45.62778,-122.0194,1978-04-29,1651.0,Class A,c215x6k1jf,62.2,53.95,45.7,38.46,0.65,0.52,0.74,0.0,0.0,,1018.52,Mostly cloudy throughout the day.,7.0,9.5,294.0,2.56
Skamania County,Washington,Report 1707: Department of Natural Resources tree-planting crew views two animals walking upright near Home Valley,45.69833,-121.7753,1980-04-15,1707.0,Class A,c217uzjujf,66.84,51.515,36.19,38.94,0.64,0.44,0.03,0.0,0.0,,1025.43,Partly cloudy until evening.,5.0,9.87,275.0,2.69
Skamania County,Washington,Report 40371: Memory told of a daylight sighting at a golf course in North Bonneville,45.63921,-121.9883,1985-06-08,40371.0,Class A,c2178h6gdt,70.21,57.685,45.16,44.19,0.63,0.26,0.7,0.0005,0.13,rain,1026.86,Partly cloudy in the morning.,8.0,9.46,311.0,4.89
Skamania County,Washington,Report 270: Campers awakened by late-night visitor in the Indian Heaven Wilderness,46.04722,-122.1914,1985-07-01,270.0,Class B,c21jgqwuqp,83.6,69.025,54.45,47.42,0.54,0.58,0.48,0.0,0.0,,1021.3,Mostly cloudy until evening.,6.0,9.77,349.0,3.27
Skamania County,Washington,Report 889: Climber has night-time sighting near Mt. Adams wilderness,46.295,-121.5478,1991-07-15,889.0,Class A,c21x65exfv,68.61,62.94,57.27,52.71,0.73,0.91,0.15,0.002,0.79,rain,1013.82,Mostly cloudy throughout the day.,6.0,8.39,244.0,3.22
Skamania County,Washington,Report 10470: Campers find footprint in Indian Heaven Wilderness,46.0189,-121.7476,1993-08-02,10470.0,Class B,c21mv96pe2,90.27,74.82,59.37,55.41,0.54,0.03,0.52,0.0,0.0,,1018.61,Clear throughout the day.,9.0,9.67,10.0,3.85
Skamania County,Washington,Report 9863: Hiking couple hears calls and finds footprints near Mt. Adams,46.0803,-121.7512,1997-05-15,9863.0,Class B,c21qjkxmpq,77.89,64.215,50.54,54.21,0.67,0.49,0.29,0.0,0.0,,1017.55,Partly cloudy throughout the day.,6.0,9.57,298.0,5.04
Skamania County,Washington,Report 1650: Creature seen by witnesses at the bottom of the hill,46.15194,-122.1572,1997-11-20,1650.0,Class A,c21ns1xydc,51.59,46.83,42.07,44.74,0.87,0.86,0.71,0.0245,0.91,rain,1019.25,Rain starting in the evening.,1.0,8.04,207.0,8.82
Skamania County,Washington,Report 1647: Witness heard what sounded like sticks being beaten on wood,46.17861,-122.0514,1998-06-18,1647.0,Class B,c21nwwscuh,63.05,56.65,50.25,48.82,0.78,0.84,0.8,0.0011,0.66,rain,1017.68,Mostly cloudy throughout the day.,6.0,8.59,269.0,4.32
Skamania County,Washington,Report 1766: Family finds track and scat pile while hiking southeast of Mt. St. Helens,46.10444,-122.015,1998-08-27,1766.0,Class B,c21nr3p3u6,87.2,70.025,52.85,51.9,0.65,0.1,0.18,0.0,0.0,,1018.05,Partly cloudy in the morning.,6.0,9.08,324.0,3.46
Skamania County,Washington,Report 3800: Bowhunters find track and hear vocalizations near Indian Heaven Wilderness,46.1036,-121.7944,1999-09-06,3800.0,Class B,c21qk8bhbv,73.93,58.27,42.61,46.9,0.62,0.5,0.89,0.0048,0.2,rain,1018.98,Mostly cloudy until afternoon.,4.0,9.46,285.0,7.18
Skamania County,Washington,Report 4779: Large animal lures men away from possible younger animal near Mt. St. Helens,46.3105,-122.028,1999-10-20,4779.0,Class A,c21prntfjw,68.35,53.38,38.41,40.31,0.7,0.09,0.35,0.0,0.0,,1023.22,Partly cloudy in the morning.,3.0,8.73,61.0,1.38
Skamania County,Washington,Report 3786: Bow hunters find footprint and hear vocalizations near Indian Heaven Wilderness,46.08515,-121.7064,2000-09-15,3786.0,Class B,c21qnt817q,73.2,65.38,57.56,56.62,0.7,0.61,0.56,0.0,0.0,,1017.34,Mostly cloudy throughout the day.,3.0,9.6,296.0,6.4
Skamania County,Washington,,,,,1705.0,Class A,,,,,,,,,,,,,,,,,
Skamania County,Washington,Report 1904: Mountain climbers hear loud scream on Mount St. Helens,46.10861,-122.1283,2001-03-04,1904.0,Class B,c21nkcufh7,57.93,49.125,40.32,34.41,0.76,0.58,0.32,0.0023,0.69,rain,1009.3,Mostly cloudy throughout the day.,2.0,9.53,58.0,4.68
Skamania County,Washington,Report 3024: Campers hear vocalizations and find possible prints near Skookum Meadow,46.1333,-121.8,2001-08-11,3024.0,Class B,c21qkq7cyq,89.01,74.125,59.24,55.71,0.61,0.19,0.73,0.0,0.0,,1015.06,Partly cloudy in the morning.,8.0,9.15,300.0,4.9
Skamania County,Washington,"Report 3188: Spelunkers hear loud, garbled howls on consecutive nights near Trout Lake",45.9667,-121.6667,2001-08-15,3188.0,Class B,c21mrrvp2m,80.21,69.72,59.23,56.58,0.69,0.26,0.87,0.0,0.0,,1015.87,Partly cloudy until afternoon.,7.0,9.01,304.0,6.25
Skamania County,Washington,"Report 4738: Fishermen encounter upright, slender animal near Lone Butte",45.8083,-121.9063,2002-08-03,4738.0,Class A,c21k9gns9q,74.61,64.89,55.17,48.02,0.63,0.28,0.82,0.0,0.0,,1015.75,Partly cloudy in the morning.,7.0,9.7,304.0,5.43
Skamania County,Washington,Report 5176: Several sets of tracks found near Skookum Meadows,46.0969,-121.9191,2002-10-20,5176.0,Class B,c21q1xtjzh,63.1,57.39,51.68,53.06,0.84,0.82,0.48,0.0003,0.25,rain,1018.81,Mostly cloudy throughout the day.,2.0,8.94,293.0,3.58
Skamania County,Washington,Report 6559: Multiple screams heard,46.21583,-121.9192,2003-06-25,6559.0,Class B,c21qctm4sx,85.98,70.57,55.16,48.36,0.56,0.04,0.88,0.0,0.0,,1023.56,Clear throughout the day.,10.0,9.68,324.0,5.39
Skamania County,Washington,,,,,9944.0,Class B,,,,,,,,,,,,,,,,,
Skamania County,Washington,Report 10646: Elk hunter hears loud screams at night near Deadman's Lake,46.3751,-122.1301,2004-09-15,10646.0,Class B,c21puf7dd3,64.23,59.08,53.93,53.75,0.84,0.85,0.04,0.0091,0.74,rain,1011.69,Mostly cloudy throughout the day.,3.0,8.21,210.0,6.81
Skamania County,Washington,,,,,9005.0,Class B,,,,,,,,,,,,,,,,,
Skamania County,Washington,Report 8339: Couple has sighting of something standing on a gravel road,46.3105,-121.9256,2004-11-08,8339.0,Class A,c21r3w86pw,52.52,47.99,43.46,41.16,0.9,0.51,0.86,0.0,0.0,,1015.86,Foggy in the morning.,1.0,3.67,190.0,1.1
Skamania County,Washington,Report 9946: Motorist Has Late Night Sighting Near Eagle Cliff,46.05,-121.95,2004-11-29,9946.0,Class A,c21mbznsxn,44.45,39.895,35.34,31.4,0.88,0.77,0.59,0.0047,0.86,rain,1029.73,Light rain overnight.,1.0,6.89,151.0,2.61
Skamania County,Washington,Report 7593: Stevenson Ridge vocalization startles father and son,45.723,-121.8864,2005-02-05,7593.0,Class B,c21k47t5c0,45.76,42.145,38.53,32.81,0.74,0.68,0.88,0.0021,0.74,rain,1021.48,Mostly cloudy starting in the afternoon.,2.0,9.31,215.0,1.92
Skamania County,Washington,Report 13183: Campers hear possible vocalizations at night near Kalama Horse Camp,46.13795,-122.3291,2005-08-19,13183.0,Class B,c21n2r4tj3,84.37,69.875,55.38,52.78,0.59,0.09,0.51,0.0,0.0,,1012.32,Partly cloudy overnight.,7.0,9.88,305.0,2.61
Skamania County,Washington,Report 13115: Daylight sighting by a backpacker on Silver Star Mountain (See Photos),45.74715,-122.2339,2005-11-17,13115.0,Class A,c21h62pbrw,53.7,45.61,37.52,39.98,0.84,0.36,0.56,0.0,0.0,,1029.85,Partly cloudy in the morning.,1.0,7.95,31.0,4.27
Skamania County,Washington,"Report 21473: Man and girlfriend, camping, hear loud footsteps and tree knocking near Cispus, Washington",46.40153,-121.8738,2007-09-03,21473.0,Class B,c21rfxnhw8,80.54,70.065,59.59,55.23,0.69,0.34,0.73,0.0028,0.45,rain,1012.3,Partly cloudy throughout the day.,5.0,9.95,279.0,0.81
Skamania County,Washington,Report 25194: Father and son hear a wood knock and find large human-like barefoot tracks while hunting near Trout Lake,45.9216,-121.718,2008-11-26,25194.0,Class B,c21mnpz8tn,50.11,42.37000000000001,34.63,35.51,0.82,0.5,0.97,0.0,0.0,,1021.58,Mostly cloudy in the morning.,1.0,7.83,61.0,4.69
Skamania County,Washington,Report 26572: Backpacker hears multiple vocalizations while camping near Trout Lake,45.96578,-121.7576,2009-09-09,26572.0,Class B,c21mmrff46,82.14,69.53999999999999,56.94,52.45,0.68,0.3,0.67,0.0,0.0,,1016.56,Partly cloudy until evening.,4.0,9.99,234.0,1.45
Skamania County,Washington,Report 28307: Couple hear strange vocalization at their cabin near Carson,45.83632,-121.921,2010-09-25,28307.0,Class B,c21kc85zfv,79.12,69.02000000000001,58.92,53.83,0.77,0.12,0.57,0.0001,0.12,rain,1017.77,Partly cloudy in the morning.,4.0,8.94,168.0,1.78
Snohomish County,Washington,"Report 1670: Large footprint find, large creature witnessed by a school bus driver",48.2475,-121.9425,1958-05-14,1670.0,Class A,c2963phnjc,75.33,62.06,48.79,42.52,0.56,0.48,0.87,,,rain,1020.91,Mostly cloudy throughout the day.,5.0,9.78,353.0,3.53
Snohomish County,Washington,Report 39858: Memory told of a possible nighttime sighting outside a home in Granite Falls,48.0835,-121.9683,1971-10-15,39858.0,Class B,c2938936sw,56.0,43.5,31.0,37.96,0.77,0.13,0.89,0.0,0.0,,1016.09,Clear throughout the day.,2.0,8.89,344.0,6.2
Snohomish County,Washington,Report 4323: Two hunters hear nighttime vocalizations near Darrington,48.2775,-121.8078,1973-10-20,4323.0,Class B,c296shwkbd,59.6,55.005,50.41,50.23,0.83,0.99,0.81,0.0054,1.0,rain,1005.15,Overcast throughout the day.,1.0,7.57,159.0,7.57
Snohomish County,Washington,Report 967: Teenage dirt bike riders hear screams,48.02611,-121.6406,1974-07-06,967.0,Class B,c2990nbh2e,65.55,58.925,52.3,46.82,0.71,0.55,0.57,0.0,0.0,,1012.55,Partly cloudy throughout the day.,6.0,9.09,240.0,3.8
Snohomish County,Washington,Report 43911: Memory told of screaming creature terrifying campers at Gold Basin Campground along the Mountain Loop Highway,48.07834,-121.7363,1974-09-15,43911.0,Class B,c293tb6kds,71.92,60.71,49.5,49.83,0.68,0.42,0.98,0.0,0.0,,1020.32,Mostly cloudy until afternoon.,3.0,8.67,222.0,2.65
Snohomish County,Washington,"Report 1721: Children find 19"" tracks in snow",48.2688,-121.705,1975-04-16,1721.0,Class B,c296we145u,47.64,45.55,43.46,38.42,0.78,0.91,0.17,0.0002,0.47,rain,1015.71,Overcast throughout the day.,3.0,7.97,191.0,6.76
Snohomish County,Washington,Report 1722: Creature sighted on White Horse Mt,48.21167,-121.6769,1975-05-25,1722.0,Class A,c296r0tt6d,61.66,54.88,48.1,39.73,0.66,0.36,0.52,0.0,0.0,,1023.14,Mostly cloudy starting in the afternoon.,9.0,9.62,299.0,2.02
Snohomish County,Washington,Report 1880: Man and his children find large barefoot tracks in snow,48.1278,-121.7692,1977-12-29,1880.0,Class A,c293v16kgb,40.85,38.2,35.55,32.65,0.83,0.97,0.63,0.0111,1.0,rain,1010.37,Light rain overnight.,1.0,5.79,73.0,4.01
